Player name,Rating,Won,Draw,Lost,Last Online,Joined
JuliusNovachronos,1738,1408,99,1279,16-01-2023,20-11-2020
tfuku,1738,558,72,408,16-01-2023,02-11-2015
hitsujyun,1738,570,102,605,16-01-2023,28-04-2009
hikaranai,1738,56,7,39,16-01-2023,25-04-2022
Larsa21,1738,888,118,722,16-01-2023,09-12-2021
forthetaintedsorrow,1738,34,0,11,22-07-2022,07-10-2021
prvn16,1737,106,4,68,16-01-2023,21-07-2013
MikaelBjarki,1736,52,3,40,16-01-2023,06-10-2015
Trost850,1736,396,15,78,30-09-2022,19-07-2021
dpuiremdke,1735,124,10,51,26-12-2021,15-09-2011
mas_bluk,1735,89,13,57,16-01-2023,01-02-2017
Akegin,1735,60,3,32,16-01-2023,08-11-2022
Heresu,1735,107,8,19,07-08-2022,05-07-2022
davegras,1734,604,86,488,14-12-2022,24-12-2016
jingl-bell,1734,204,34,151,10-09-2021,24-12-2020
Ronin808,1733,23,3,14,16-01-2023,03-09-2020
Jigen19,1733,34,8,44,18-09-2022,16-06-2020
CouchDragon,1733,59,4,43,16-01-2023,17-09-2017
sawa-yan,1733,221,50,268,16-01-2023,12-10-2015
bakura_x,1733,77,1,20,27-06-2022,05-11-2021
Annie_chan39,1732,536,51,443,16-01-2023,12-07-2020
ronaldmm11,1732,1823,187,1881,16-01-2023,20-05-2011
MayurGondhalekar,1732,117,12,48,16-01-2023,25-05-2008
onigili,1732,312,27,266,16-01-2023,31-08-2021
ShockedPengu,1732,492,42,469,16-01-2023,25-04-2021
Youcantblock_Kai,1731,53,4,28,16-01-2023,08-11-2020
Nol0rd,1731,251,20,155,04-11-2022,11-10-2019
naka_p,1731,49,5,32,16-01-2023,02-08-2019
ilim1277,1731,86,10,59,24-10-2021,28-08-2018
honorisimmortality,1731,11,0,15,16-01-2023,09-12-2022
yuki338,1731,488,42,537,16-01-2023,12-04-2014
knightschance,1731,187,13,152,16-01-2023,02-03-2014
itachi_chan,1731,44,0,14,06-01-2022,31-05-2021
johncarlos25,1730,20,3,14,14-10-2021,18-11-2011
region_79,1730,95,7,57,20-11-2022,29-03-2021
Chessfielder,1729,771,55,649,16-01-2023,25-10-2020
SamHouston69,1729,787,67,630,16-01-2023,30-06-2021
CHESSHUNTER9,1729,294,15,240,16-01-2023,24-06-2013
Genngo,1728,45,4,28,16-01-2023,16-12-2011
CarbonBott,1728,181,10,138,16-01-2023,09-01-2019
narutouzumakikkkkkkkkkkkk,1728,300,22,249,10-11-2022,20-09-2022
Mister_Mime,1728,20,1,14,16-01-2023,04-12-2013
Taiga_Aisaka22,1727,182,16,152,16-01-2023,14-04-2020
Rvl_Leader,1727,40,0,15,16-01-2023,12-10-2016
ShahhhIn,1727,23,5,10,14-02-2022,07-01-2022
Aoi_Sawaguchi,1727,94,4,27,03-09-2022,28-07-2021
tendo29,1726,331,45,288,16-01-2023,28-02-2012
ben98injapan,1726,28,2,18,17-05-2022,24-11-2014
chucky_knight,1726,427,25,262,16-01-2023,11-09-2021
iloveyou69420,1725,618,75,511,25-10-2022,18-08-2020
mugenmori,1725,363,47,311,16-01-2023,18-05-2018
MONSTATE,1725,184,13,112,16-01-2023,15-11-2022
ikshoz4,1725,543,54,496,16-01-2023,27-12-2021
Aorin-Sama,1725,27,0,3,09-11-2022,14-10-2021
susi-mesi3,1724,27,3,23,16-01-2023,03-07-2022
blindfoldshana,1723,36,6,34,27-03-2021,23-08-2018
pieterdoornenbal,1723,61,5,25,16-01-2023,09-12-2022
sambhota,1722,29,2,5,16-01-2023,02-08-2022
Urahara103,1722,350,35,416,13-11-2022,26-06-2022
SamuraiHorse,1721,33,3,16,16-01-2023,12-11-2020
fernando0719,1721,271,18,289,16-01-2023,19-07-2020
Drakeps,1721,1249,100,1047,16-01-2023,28-08-2019
shalah31one,1721,3284,254,3184,16-01-2023,17-03-2021
OnlyMemers,1720,29,6,26,16-01-2023,16-01-2023
ALEXTAMURA,1720,491,30,418,24-12-2021,20-03-2021
SparklingAlmond,1719,168,26,105,22-06-2022,20-08-2019
Muramasa01,1719,5641,952,3118,16-01-2023,20-11-2016
fortresspawn,1719,286,32,269,08-06-2021,24-01-2021
GMbonsai,1718,695,64,646,16-01-2023,31-10-2022
sMoirT,1718,161,10,131,27-01-2022,20-06-2021
autumndream,1717,19,0,4,20-09-2022,23-05-2018
cokev0mit,1717,546,37,262,16-01-2023,10-12-2021
KishinIshida,1717,24,0,10,16-01-2023,14-11-2021
Finechandra,1717,3140,333,3069,16-01-2023,30-03-2021
KhanhNguyen2207,1717,112,12,128,12-06-2021,24-01-2021
ibog61,1716,267,20,184,16-01-2023,13-11-2020
zakpnykh,1716,819,41,754,13-05-2022,26-04-2020
rankya,1715,338,41,296,09-02-2022,05-05-2020
cngmate,1715,272,91,175,22-10-2022,18-08-2018
YuktiKapatChhal,1715,1129,98,1071,16-01-2023,30-04-2018
ioshizaki-shimorazi,1715,58,3,56,05-12-2022,08-03-2016
tackfam123,1715,129,9,97,06-10-2021,01-03-2021
Metwuna,1714,209,25,119,16-01-2023,08-07-2020
Yurifsa,1714,117,9,75,16-01-2023,23-11-2014
kragekun,1714,175,6,68,07-10-2022,14-03-2021
Lheyonardo,1713,321,18,248,26-05-2022,15-09-2020
Marahay08,1713,30,1,34,16-01-2023,21-03-2019
kazuki308,1713,1473,97,1426,16-01-2023,21-11-2015
takamune,1713,1658,141,1487,11-11-2021,31-12-2013
robokop1769,1713,22,1,7,13-07-2021,21-01-2021
MeijiXX,1712,21,0,10,16-01-2023,18-10-2011
shun717,1712,79,2,64,05-07-2022,26-03-2017
wrylift,1712,23,1,3,21-03-2021,10-03-2021
simplypawn,1711,449,36,433,16-01-2023,14-06-2020
hartLily,1711,228,17,132,22-02-2022,24-04-2021
Needsomeanime,1710,249,24,170,16-01-2023,12-05-2020
rafa1491,1710,518,34,483,16-01-2023,17-08-2014
lephuocan123,1710,525,87,722,16-01-2023,20-04-2021
yuko4,1709,523,59,489,01-07-2021,08-11-2020
taishi33696639,1709,59,2,25,16-01-2023,30-10-2020
bocln,1709,2690,290,2688,16-01-2023,01-05-2017
ana1314,1708,110,19,120,19-02-2022,10-10-2020
tsunami96,1708,72,7,83,27-08-2021,19-11-2009
tarn0,1708,593,45,544,16-01-2023,04-05-2015
TakayukiTakiguchi,1707,176,12,155,17-01-2022,16-10-2020
DarkAngelu,1707,457,33,420,16-01-2023,05-08-2019
lost-in-translation,1707,32,2,36,16-01-2023,13-07-2019
stefbenta01,1707,641,96,530,16-01-2023,01-08-2022
Otani2,1707,31,5,20,16-08-2022,04-07-2022
Crystalunagi,1707,803,50,635,16-01-2023,09-01-2022
hokuriku,1707,244,14,192,16-01-2023,03-03-2014
JoyBoyXD,1707,959,78,893,16-01-2023,10-01-2021
GoneWithTheWins,1706,87,10,72,09-05-2021,25-07-2020
vicory,1706,132,22,148,16-01-2023,13-06-2011
covidiotic,1706,173,6,84,16-01-2023,23-02-2022
eznij,1706,915,94,793,16-01-2023,18-09-2021
yu_akagi,1706,1003,90,924,16-01-2023,23-03-2021
sunking1234,1706,34,3,19,16-01-2023,14-12-2012
Cheesey_Kitty,1705,517,37,464,16-01-2023,23-11-2020
3GreyTiles,1705,26,1,17,16-01-2023,15-11-2021
takayuu21,1705,901,83,743,16-01-2023,28-08-2021
Alright0704,1704,4204,433,4160,16-01-2023,07-11-2020
ChunkyMeatball,1704,198,21,135,16-01-2023,27-10-2020
yasux,1704,83,13,70,16-01-2023,09-06-2015
Asokahem,1704,810,106,778,16-01-2023,08-07-2022
Cicada1616,1703,184,11,108,27-02-2022,09-06-2020
Kurenaiouji,1703,26,4,27,16-01-2023,18-02-2019
dhanudura,1703,45,2,17,09-09-2021,31-03-2017
The_Black_Reaper,1703,53,3,10,04-12-2022,26-12-2014
jhmkgl,1703,264,45,267,16-01-2023,09-10-2022
zesevic,1703,97,6,25,16-01-2023,30-03-2022
Yorel07,1703,191,17,140,29-07-2022,18-03-2021
TJQKA1,1702,93,12,63,18-05-2022,04-10-2018
kakizuki,1702,417,66,431,16-01-2023,12-12-2017
Misima2033,1702,124,9,67,16-01-2023,20-02-2022
yuji310,1702,570,21,447,16-01-2023,15-03-2021
Burezu,1701,222,28,197,16-01-2023,28-09-2015
JustShotaroKaneda,1701,114,7,130,16-01-2023,16-01-2023
simaneko,1701,1379,163,1111,16-01-2023,14-12-2014
jorge047,1700,187,6,65,20-03-2021,20-05-2020
natsuki_w,1700,129,8,120,16-01-2023,20-11-2019
agopan,1700,32,2,12,06-02-2022,12-10-2019
photon58,1700,286,31,264,07-05-2022,15-08-2017
chopmateking,1700,129,4,49,16-01-2023,28-04-2022
slarin03,1700,31,3,12,16-01-2023,23-03-2022
senku1010,1700,153,10,67,26-01-2022,15-05-2021
blueberryicecake,1700,370,16,307,10-12-2022,28-02-2021
oni_kanji,1699,45,2,40,16-01-2023,03-07-2020
zuka1974,1699,50,0,23,09-08-2022,29-05-2020
mhoshino,1699,2052,168,1979,16-01-2023,26-05-2019
Fumi1998,1699,107,17,86,16-01-2023,27-02-2016
rex-solus,1699,22,3,15,16-01-2023,26-07-2013
Lying_Fairy,1698,30,1,11,21-07-2022,16-03-2017
Lux_88610,1696,728,15,773,16-01-2023,20-01-2018
Cyrus1974,1696,542,76,561,16-01-2023,13-12-2017
MinatooZaki,1696,68,3,33,16-01-2023,10-06-2021
2andahalfknight,1695,839,92,790,25-10-2022,05-04-2020
mt870424,1695,43,2,13,27-05-2021,23-01-2021
lilmonix_3,1694,347,7,224,16-01-2023,18-07-2019
nu_nn,1694,254,12,119,16-01-2023,17-04-2022
vers46,1693,334,23,227,16-01-2023,05-11-2020
lexz100,1693,274,13,237,16-01-2023,07-10-2020
SATB1,1693,907,54,890,16-01-2023,17-05-2011
ReveHavan,1693,898,20,442,10-10-2022,06-05-2021
Empenguin2357,1692,76,6,15,16-01-2023,17-05-2022
avcdavocad,1692,53,6,45,16-01-2023,14-03-2022
okaabe,1692,131,7,88,08-08-2021,21-06-2021
Chronos_Zero,1692,23,0,7,16-01-2023,03-03-2021
Musz_DeeN,1691,1391,107,1321,16-01-2023,11-01-2019
III_Dragon_III,1691,37,1,30,25-05-2022,05-05-2022
Yuno_onuY,1691,123,7,68,13-04-2021,04-12-2020
GoreScreamingShow39,1690,20,0,12,29-07-2022,24-09-2017
B_o_n_d_r_e_w_d,1689,21,0,24,02-08-2021,12-05-2021
jinuuul,1688,27,2,19,16-01-2023,09-12-2019
oyuyu,1687,363,26,270,02-11-2022,06-11-2020
hiro-ax00,1687,87,5,85,02-02-2022,22-07-2019
pov81,1687,1974,134,1951,16-01-2023,09-05-2019
Erina_Chan,1687,65,5,55,16-01-2023,19-12-2020
andersnara,1686,305,18,269,16-01-2023,12-07-2020
pradipta0,1686,2859,337,2420,16-01-2023,05-05-2020
Thebeast131,1686,613,82,530,16-01-2023,08-05-2019
michael0823,1686,58,0,17,16-01-2023,06-03-2015
DanArnett2022,1686,567,65,305,16-01-2023,02-03-2022
FaZePetra,1686,28,3,24,07-03-2021,13-02-2021
Tobyasha,1685,402,42,277,16-01-2023,27-10-2020
jessen,1685,776,96,752,08-09-2022,01-09-2011
KawaiiPokemann,1685,281,12,220,16-01-2023,06-12-2018
Akita37,1685,45,3,15,25-08-2022,05-04-2021
sattesicilian,1684,165,13,166,15-12-2022,30-12-2011
pptky,1684,39,7,33,16-01-2023,24-03-2019
rowanoodle,1684,259,14,161,16-01-2023,04-07-2016
NowySzpinor,1684,25,1,17,16-01-2023,13-05-2021
Wixz_oks,1684,68,3,37,09-10-2022,13-04-2021
edomartinez,1684,1900,107,1876,16-01-2023,09-03-2021
Bless7103,1683,129,11,130,07-12-2022,08-09-2010
shinya7777,1683,84,6,91,16-01-2023,18-03-2017
OB3R1B3R1,1683,16,0,12,16-01-2023,25-02-2022
Volodymyr-G,1683,1005,94,839,04-10-2022,18-10-2021
robert132132132,1683,139,8,99,24-05-2021,01-02-2021
samurai_245,1682,145,22,46,16-01-2023,19-10-2020
juyang,1682,512,46,343,01-11-2021,03-04-2020
RakeshMahyavanshi,1681,2409,244,2374,16-01-2023,19-02-2018
CouchDragonSama,1681,769,74,734,09-04-2022,17-10-2017
Nobiru36,1681,210,13,164,16-01-2023,03-12-2021
Caped-Baldy,1680,158,8,72,16-01-2023,30-12-2015
MammothViolin,1679,195,15,170,23-03-2022,03-06-2020
foxon1k,1679,57,7,38,16-01-2023,20-01-2020
omgucrzy,1679,30,3,21,16-01-2023,24-05-2022
mikiiikimi,1678,92,12,80,16-01-2023,25-06-2010
CHESS_NOVICE_2009,1678,55,6,60,16-01-2023,18-06-2009
Omegafinity,1678,33,0,6,13-03-2021,17-02-2021
IKYG786,1677,32,1,0,26-08-2022,24-07-2020
Saturdayborn,1677,793,73,730,20-01-2022,26-08-2013
samuraininjakamikaze,1677,958,105,812,07-09-2022,06-01-2021
Kimsan34,1677,173,28,149,16-01-2022,28-11-2020
GraphMasterPF,1676,19,0,6,16-01-2023,01-12-2022
poppie_420,1676,50,2,55,16-01-2023,30-06-2022
RegalliV,1675,18,2,4,16-01-2023,20-02-2020
Ajeriko,1675,1056,127,1003,16-01-2023,14-02-2011
Jason1928,1675,210,18,146,13-12-2022,23-02-2018
gyozakoara,1675,491,55,456,16-01-2023,27-09-2015
KANI903,1675,40,3,14,16-01-2023,06-06-2022
Teppei_Kyra,1675,91,4,35,19-09-2022,22-05-2022
VTuberQualia,1674,26,2,14,31-05-2022,27-02-2018
Sunny88,1674,523,68,413,16-01-2023,27-03-2010
Yami-TomatoX,1674,43,2,20,26-03-2022,16-10-2021
mackygrand,1674,57,0,3,02-07-2021,12-03-2021
asd1577,1673,105,30,74,16-01-2023,14-01-2018
edanon,1672,1968,169,1457,16-01-2023,29-01-2012
excanor,1672,1507,193,1459,18-03-2022,20-07-2019
RECCAHANABISHI07,1672,235,43,247,16-01-2023,25-07-2022
Kvnnrvn,1670,36,9,25,16-01-2023,23-11-2022
Seato,1669,63,7,45,13-06-2022,09-09-2018
chadha7,1669,441,23,467,16-01-2023,24-03-2022
Noa,1669,297,16,96,16-01-2023,20-03-2021
Monamijin,1669,148,3,34,08-03-2021,11-12-2020
shochan365,1669,33,2,22,12-09-2021,07-12-2020
Kojinatsu,1668,24,3,17,16-01-2023,23-01-2018
Worker98,1668,807,58,751,16-01-2023,05-04-2017
unnamed_1030,1667,593,59,540,16-01-2023,12-11-2017
rapid4tokyo,1667,299,42,341,08-06-2022,11-11-2017
extreem118,1667,19,0,19,16-01-2023,16-01-2023
llErza-Scarlet,1666,26,2,7,16-01-2023,24-07-2022
Evylen,1666,24,3,23,17-04-2022,08-03-2022
alekusuk,1666,59,3,31,21-04-2021,13-02-2021
mrtaka1234,1666,520,53,468,16-01-2023,05-12-2020
DefiantBrick,1665,47,3,24,05-04-2021,27-09-2020
ColourOfTheSky,1665,734,49,641,16-01-2023,09-07-2020
e_burger,1665,206,11,167,03-07-2021,01-01-2020
testudo52,1665,181,2,178,16-01-2023,21-07-2014
qwert0716,1664,395,35,294,26-11-2022,25-06-2019
abc3141,1664,223,39,153,16-01-2023,09-01-2017
geefunky1979,1664,1253,99,1194,16-01-2023,11-04-2022
Lamiales1,1664,82,6,41,16-01-2023,05-03-2021
loxie88,1663,801,46,702,21-11-2022,05-02-2017
TokyoDynamite,1662,1376,141,1311,16-01-2023,04-09-2017
Tgshduuren,1662,426,36,393,16-01-2023,02-06-2022
Misaki_1729,1661,25,2,4,16-01-2023,15-11-2021
seizainin,1661,150,12,282,13-04-2022,17-01-2021
masatakuz,1660,19,2,12,02-11-2022,02-06-2018
ABYSS1995,1660,440,39,428,16-01-2023,29-10-2017
kimu796,1660,348,39,323,16-01-2023,04-07-2014
nokamoto,1659,46,1,37,16-01-2023,30-04-2016
nenneko,1659,93,8,67,12-03-2022,09-04-2021
iloveyoulisamanoban,1658,17,3,18,22-05-2021,11-03-2017
Waynelianjiakai,1658,96,23,68,16-01-2023,08-08-2021
lezaczek,1657,1600,117,1455,16-01-2023,16-11-2020
jendrina1,1657,215,28,203,15-09-2022,08-09-2019
kogera13,1657,70,4,32,16-01-2023,15-03-2017
Zeinatsu,1657,93,1,13,04-09-2021,22-03-2021
sacrificedMiserablePawn,1656,110,17,81,16-01-2023,08-07-2018
marx_saul,1656,372,28,332,16-01-2023,25-03-2018
Hanabi1210,1656,89,5,77,16-01-2023,27-08-2022
Always_Gambit_My_Life,1656,108,8,44,16-01-2023,03-05-2022
zeroAlphak,1656,43,4,29,19-10-2022,06-08-2021
radpi007,1656,65,6,41,16-01-2023,13-03-2021
irakoSeigen0,1654,23,0,9,16-01-2023,12-10-2020
kobo343,1654,2727,234,2492,28-09-2021,18-07-2018
makmakmakochan,1654,235,23,208,16-01-2023,10-07-2015
you_see_waka,1654,342,44,319,16-01-2023,25-08-2022
kaizako27,1654,373,45,204,16-01-2023,18-06-2022
dmitrydorenko,1654,33,1,7,10-05-2022,17-01-2022
KUra2021,1654,73,7,70,11-06-2021,28-04-2021
komi-sannn,1653,23,0,1,12-11-2022,01-06-2022
tkimura0901,1653,73,5,42,16-01-2023,22-01-2022
Kawaihari,1652,95,11,57,16-01-2023,22-09-2021
AiAnd,1652,39,1,8,05-08-2021,20-06-2021
odiljonyokubjonov,1651,457,26,368,16-01-2023,12-09-2020
Wenyak,1651,224,13,146,14-10-2022,05-04-2020
DeathProphetxXx,1651,86,5,83,16-01-2023,17-08-2022
ch_suginami,1651,45,4,27,16-01-2023,29-12-2020
EvaTaco,1650,187,18,147,23-05-2022,07-06-2020
Frogiven,1650,77,10,50,16-01-2023,29-11-2018
metaaaaaaaa,1650,175,19,133,02-11-2022,12-04-2018
JapanLord,1650,72,10,39,16-01-2023,10-07-2022
SageSuldee,1650,26,3,20,13-12-2021,01-10-2021
AllMightPlusUltra,1649,137,14,115,08-11-2021,27-08-2020
2kobayashi,1649,1367,38,1208,16-01-2023,12-05-2020
otani123,1649,42,3,23,31-10-2022,01-03-2022
flipiflapi,1647,274,15,184,16-01-2023,06-01-2019
hiziri,1647,181,10,148,02-11-2022,01-03-2014
NekoSan3KokoroChess69,1647,129,18,87,16-01-2023,14-07-2021
Ayenskie1522,1647,107,6,93,16-01-2023,25-05-2021
daferistarigan,1647,30,2,39,01-06-2021,06-04-2021
justanother650,1647,26,2,12,13-04-2021,05-04-2021
picotive,1647,29,2,10,16-01-2023,11-12-2020
PixelatedPP,1646,108,4,52,16-01-2023,15-10-2020
ilwilson,1646,240,22,202,16-01-2023,28-12-2014
hylic51891,1646,71,4,38,16-01-2023,30-04-2022
YameteKudasai420,1646,240,28,179,16-01-2023,27-05-2021
fullbokki,1645,47,2,44,16-01-2023,20-07-2022
BWilliamsJP,1645,273,25,253,29-06-2021,27-03-2021
yamaguchi69,1645,639,131,516,16-01-2023,27-03-2021
Keigo2,1645,190,11,167,16-01-2023,10-02-2021
Danilojr10,1645,1465,60,1369,18-05-2022,18-12-2020
Harhasdjfkha,1644,1183,109,1138,16-01-2023,27-08-2019
Ikapele,1644,259,16,149,16-01-2023,05-10-2022
Sourichi,1643,351,44,231,16-07-2021,15-11-2020
Beginner5648,1643,39,2,32,16-01-2023,10-06-2020
felixkomazawa,1643,86,7,70,29-08-2022,30-08-2018
yleeper,1643,508,25,455,16-01-2023,08-04-2014
bishopsan,1642,3007,376,3003,16-01-2023,23-08-2016
peter-swims,1642,1639,223,1545,16-01-2023,17-01-2022
NAGOYAHIKONE,1642,159,9,120,16-01-2023,24-04-2021
Chokoradesu,1641,29,2,6,13-12-2022,05-10-2019
Seed805,1641,64,3,36,16-01-2023,22-10-2021
yomayoi,1640,386,21,343,16-01-2023,05-08-2020
Raitora,1640,34,2,18,16-01-2023,19-10-2018
drunal,1640,953,81,1160,16-01-2023,15-11-2016
kazu51,1640,209,12,202,30-09-2022,19-10-2016
Yocky,1640,1146,78,1116,16-01-2023,25-05-2009
Naksids,1640,17,1,5,16-01-2023,17-07-2022
TopaLeeks,1640,32,0,8,04-09-2021,17-05-2021
Sugar_Sugiura,1639,204,12,127,09-09-2022,22-10-2020
Leobishop,1639,336,25,257,16-01-2023,26-08-2018
fishman15,1639,20,2,14,17-02-2022,03-06-2017
RobertTTP,1639,174,17,104,16-01-2023,09-12-2020
kkiener7,1638,712,43,590,16-01-2023,19-07-2015
stop2go,1637,156,11,98,29-07-2022,04-12-2018
Sora900,1637,48,2,16,16-01-2023,28-08-2022
helvetica118,1637,128,2,35,25-03-2021,19-03-2021
PotatoOfDarkness,1637,181,15,110,19-11-2022,02-01-2021
bhaarat74,1636,100,10,81,16-01-2023,02-10-2019
Alinur1218,1636,481,30,371,16-01-2023,23-12-2021
Zugmaster1,1636,1017,122,1012,16-01-2023,20-08-2021
sp4x,1635,287,18,265,16-01-2023,15-07-2012
Aoba2020,1635,469,29,424,08-05-2022,29-03-2020
LoSamurai,1635,20,2,8,24-09-2022,12-03-2022
arayodel,1635,65,10,50,16-01-2023,24-12-2012
Olerwin,1634,56,0,28,03-03-2022,20-10-2019
Kaoriiii,1634,37,1,2,16-01-2023,07-08-2019
ngtksk,1634,1093,107,985,16-01-2023,28-09-2015
JarrellBacani,1634,11,3,14,30-12-2021,19-06-2015
Fuyuhito,1634,40,3,21,16-01-2023,02-08-2022
magzumal,1634,71,4,26,16-01-2023,25-12-2021
AndriaVivian,1633,220,40,229,16-01-2023,11-03-2018
SwanYiMinSoe,1633,23,1,2,16-01-2023,14-11-2022
Shiroko23,1633,1786,103,1709,16-01-2023,27-04-2021
agungabb,1632,582,61,527,16-01-2023,17-07-2014
CatBurglarNamifia,1632,36,2,5,16-01-2023,13-10-2021
Infin1teVoid,1631,502,57,394,16-01-2023,25-08-2018
Macdivot,1631,684,63,438,16-01-2023,15-07-2018
masha7773,1631,546,70,450,16-01-2023,14-08-2022
MavihsAlkuhs,1631,26,2,44,21-11-2022,07-12-2021
tommytuck,1631,51,6,35,17-10-2022,24-02-2021
cheuker,1630,2653,183,2590,16-01-2023,29-11-2011
Inakies,1630,1434,298,1519,16-01-2023,08-05-2016
VedatAdvar,1630,43,3,38,16-01-2023,22-02-2022
RaySan0,1630,35,6,30,02-09-2022,05-11-2021
65454gggg,1629,827,60,744,16-01-2023,02-11-2020
raghuvirnaik,1629,139,6,86,16-01-2023,21-05-2020
Boyet59,1629,1500,136,1493,16-01-2023,12-05-2012
Atkor_Kamu,1629,191,38,166,01-08-2022,09-10-2021
ABCdefg1313,1629,653,72,518,16-01-2023,25-04-2021
EttechGaming,1628,1237,41,1124,16-01-2023,06-11-2020
slippyRoof,1628,21,2,12,16-01-2023,01-11-2020
DEADMAN_123,1628,2555,275,2462,16-01-2023,21-10-2020
M_MTwo,1628,244,22,195,16-01-2023,07-05-2020
ChrisTianVeruscoin,1628,160,14,159,16-01-2023,26-02-2012
nei-takeda,1628,19,9,16,16-09-2021,07-03-2019
atsu7,1628,3169,296,3042,16-01-2023,15-08-2018
UMAJA24,1628,77,7,48,16-01-2023,07-02-2018
Tzuzuku,1628,21,2,6,16-01-2023,16-01-2023
Katsumi5220,1628,32,1,10,01-08-2021,14-06-2021
NikitaMordovets,1627,28,2,13,16-01-2023,18-09-2018
yukikazu,1627,1408,147,1301,16-01-2023,15-03-2018
IT-CHAN,1627,53,2,26,18-02-2022,05-05-2017
Yuzuki77,1627,55,2,35,16-06-2022,03-05-2022
1tidalmoon,1627,256,32,135,01-09-2022,26-12-2020
LLawliet482,1626,1377,126,1226,16-01-2023,15-11-2019
jazmin0905,1625,426,41,405,16-01-2023,20-05-2015
tuanquangst,1625,175,29,138,28-10-2022,02-07-2022
kamchibekov,1625,175,10,142,23-09-2022,17-01-2022
SaiyanChessPlayer,1625,36,2,15,16-01-2023,29-09-2021
lira0519,1625,21,1,5,16-01-2023,27-09-2021
nihonnootaku,1625,67,2,17,03-07-2022,21-03-2021
ji9,1624,1040,897,3657,29-08-2022,08-08-2012
imathi3,1624,32,2,16,16-01-2023,15-06-2019
Conanetogawa,1624,897,79,879,16-01-2023,19-05-2019
kareton,1624,3008,248,2917,16-01-2023,04-09-2018
chessghoul,1624,1574,72,1514,16-01-2023,15-11-2017
dv2013_4,1624,18,2,13,16-01-2023,07-01-2021
KingKazu123,1623,489,62,397,16-01-2023,18-04-2020
flashfelix33,1623,425,37,386,08-03-2022,19-01-2020
painfvp,1623,147,7,122,29-08-2022,27-11-2016
incondicionalmente,1623,1549,97,1532,16-01-2023,30-01-2022
ReDecartes,1623,739,75,681,16-01-2023,18-03-2021
karusama24,1623,49,8,19,25-03-2021,27-12-2020
aquariusJPN0256,1622,22,0,13,08-12-2021,26-09-2018
mman80,1622,53,16,47,16-01-2023,22-12-2017
WalkingTuna,1622,132,5,31,02-09-2022,15-04-2016
suki_07,1622,90,3,8,16-01-2023,08-12-2022
Akaii_Hinami,1622,643,88,578,19-04-2022,02-01-2021
blackswan37,1621,16,0,10,15-12-2021,17-09-2018
Torumane,1621,101,7,53,20-10-2022,29-12-2021
sertyuifd,1621,481,52,320,16-01-2023,03-10-2021
Kiriyama1407,1621,73,6,54,16-01-2023,17-07-2021
wasurenagusa3,1620,177,11,146,16-01-2023,07-03-2017
Roin0101,1620,694,46,660,16-01-2023,03-12-2020
ebimayo2424,1619,54,2,40,07-01-2022,14-03-2020
Farewell_Ireland,1619,24,1,5,14-10-2022,24-09-2010
Narafae,1619,78,3,20,16-01-2023,14-10-2022
Mc_audit,1619,199,13,175,21-10-2022,23-11-2021
kumazanmai,1619,28,1,10,16-01-2023,01-02-2021
CrniPapar,1619,82,2,68,16-01-2023,21-01-2013
Randomdudeguyhawkes,1618,18,2,9,30-05-2022,16-12-2019
xxxxxxvvxxxxxx,1618,1053,66,1075,16-01-2023,23-09-2022
manwealth,1618,270,25,256,04-08-2021,30-07-2014
assassinAkatsuki,1617,527,33,484,16-01-2023,06-02-2018
prerin,1617,132,8,114,16-01-2023,08-10-2016
Queennuu,1617,14,2,8,16-01-2023,24-11-2022
amyninomiya,1617,19,1,2,26-05-2021,25-01-2021
kuroshio1,1616,5330,444,5257,16-01-2023,01-12-2019
BLUE_Maze,1616,94,8,59,16-01-2023,03-05-2018
kazuhalesserafim,1616,146,11,51,16-01-2023,04-02-2016
yukissionator,1616,801,80,479,06-04-2022,07-12-2020
Dannydude604,1615,843,48,751,16-01-2023,05-08-2018
E-BISYA,1615,290,11,225,16-01-2023,04-06-2016
master_chikuwa,1615,1420,165,1397,16-01-2023,04-12-2014
lelouch090,1615,308,21,196,23-11-2022,11-08-2021
Mr_Archimedestein,1614,288,22,224,16-01-2023,17-05-2021
ching15,1614,1968,268,1951,10-11-2022,02-02-2021
brurya,1613,37,1,41,11-11-2022,28-07-2020
taka4242,1613,358,34,301,16-01-2023,22-06-2019
Endive56,1613,40,4,14,16-01-2023,19-07-2021
BackFootJack,1613,694,81,644,30-04-2021,11-12-2020
fuadfauziofficial,1612,733,24,593,16-01-2023,13-01-2020
LittleMsGM,1612,90,4,75,16-01-2023,22-07-2022
Kyaru-sama,1612,127,9,34,24-07-2022,07-06-2022
MadokaAmano,1612,33,4,24,16-01-2023,22-10-2021
Kevindork,1612,788,69,716,16-01-2023,15-12-2020
BrightBleu,1611,65,5,44,12-11-2021,28-02-2019
Yuncy,1611,138,5,66,13-08-2022,05-07-2021
shin1979,1610,1765,74,1716,16-01-2023,20-11-2019
ttyttyttytty,1610,197,11,177,19-05-2021,14-09-2018
hai8117,1610,15,2,10,16-01-2023,04-07-2017
Astahho,1610,89,6,73,23-09-2022,02-03-2016
mormo1522,1609,97,9,23,16-09-2021,12-11-2019
Shinkansen_Bullet,1609,12,1,7,16-01-2023,09-07-2016
jmriu,1609,3668,528,3594,16-01-2023,04-04-2014
